disease,description,precautions
migraine,"a migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. it's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.","meditation, reduce stress, use poloroid glasses in sun, consult doctor"
migraine,"a migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. it's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.","meditation, reduce stress, use poloroid glasses in sun, consult doctor"
migraine,"a migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. it's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.","meditation, reduce stress, use poloroid glasses in sun, consult doctor"
migraine,"a migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. it's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.","meditation, reduce stress, use poloroid glasses in sun, consult doctor"
migraine,"a migraine can cause severe throbbing pain or a pulsing sensation, usually on one side of the head. it's often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. migraine attacks can last for hours to days, and the pain can be so severe that it interferes with your daily activities.","meditation, reduce stress, use poloroid glasses in sun, consult doctor"
cervical spondylosis,"cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. as the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor"
cervical spondylosis,"cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. as the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor"
cervical spondylosis,"cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. as the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor"
cervical spondylosis,"cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. as the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor"
cervical spondylosis,"cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. as the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor"
cervical spondylosis,"cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. as the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor"
cervical spondylosis,"cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. as the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor"
cervical spondylosis,"cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. as the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","use heating pad or cold pack, exercise, take otc pain reliver, consult doctor"
